Country,Reference area,Frequency of observation,Measure,AGE,Age,SEX,Sex,Unit of measure,Measurement method,Year,Time period,Daily_Smokers_Percentage,Observation value,Observation status,Unit multiplier,Decimals,Cluster
IND,India,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2015,,19.1,,Definition differs,Units,,0
IND,India,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2018,,16.1,,Definition differs,Units,,0
IND,India,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2018,,1.6,,Definition differs,Units,,0
IND,India,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2018,,9.1,,Definition differs,Units,,0
IND,India,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2019,,8.6,,Definition differs,Units,,0
IND,India,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2019,,1.5,,Definition differs,Units,,0
IND,India,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,15.3,,Definition differs,Units,,0
IND,India,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2020,,14.4,,Definition differs,Units,,0
IND,India,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2020,,1.4,,Definition differs,Units,,0
IND,India,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2020,,8.1,,Definition differs,Units,,0
IDN,Indonesia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2010,,31.4,,Definition differs,Units,,0
IDN,Indonesia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2010,,59.5,,Definition differs,Units,,0
IDN,Indonesia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2010,,3.4,,Definition differs,Units,,0
IDN,Indonesia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2015,,2.9,,Definition differs,Units,,0
IDN,Indonesia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2015,,61.1,,Definition differs,Units,,0
IDN,Indonesia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2015,,32.0,,Definition differs,Units,,0
IDN,Indonesia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2018,,32.3,,Definition differs,Units,,0
IDN,Indonesia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2018,,61.9,,Definition differs,Units,,0
IDN,Indonesia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2018,,2.7,,Definition differs,Units,,0
IDN,Indonesia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2019,,2.6,,Definition differs,Units,,0
IDN,Indonesia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,62.5,,Definition differs,Units,,0
IDN,Indonesia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2019,,32.6,,Definition differs,Units,,0
IDN,Indonesia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2020,,32.6,,Definition differs,Units,,0
IDN,Indonesia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2020,,62.7,,Definition differs,Units,,0
IDN,Indonesia,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2020,,2.5,,Definition differs,Units,,0
ZAF,South Africa,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2010,,34.1,,Definition differs,Units,,0
ZAF,South Africa,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2010,,21.0,,Definition differs,Units,,0
ZAF,South Africa,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2010,,8.4,,Definition differs,Units,,0
ZAF,South Africa,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2015,,7.4,,Definition differs,Units,,0
ZAF,South Africa,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2015,,20.6,,Definition differs,Units,,0
ZAF,South Africa,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2015,,34.5,,Definition differs,Units,,0
ZAF,South Africa,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2018,,34.3,,Definition differs,Units,,0
ZAF,South Africa,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2018,,20.3,,Definition differs,Units,,0
ZAF,South Africa,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2018,,6.9,,Definition differs,Units,,0
ZAF,South Africa,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2019,,6.7,,Definition differs,Units,,0
ZAF,South Africa,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2019,,20.2,,Definition differs,Units,,0
ZAF,South Africa,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,34.5,,Definition differs,Units,,0
ZAF,South Africa,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2020,,34.6,,Definition differs,Units,,0
ZAF,South Africa,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2020,,20.2,,Definition differs,Units,,0
ZAF,South Africa,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2020,,6.5,,Definition differs,Units,,0
UKR,Ukraine,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2010,,28.2,,Definition differs,Units,,0
UKR,Ukraine,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2010,,10.6,,Definition differs,Units,,0
UKR,Ukraine,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2010,,49.4,,Definition differs,Units,,0
UKR,Ukraine,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2015,,44.9,,Definition differs,Units,,0
UKR,Ukraine,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2015,,9.8,,Definition differs,Units,,0
UKR,Ukraine,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2015,,25.7,,Definition differs,Units,,0
UKR,Ukraine,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2018,,24.3,,Definition differs,Units,,0
UKR,Ukraine,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2018,,9.4,,Definition differs,Units,,0
UKR,Ukraine,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2018,,42.2,,Definition differs,Units,,0
UKR,Ukraine,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2019,,41.2,,Definition differs,Units,,0
UKR,Ukraine,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2019,,9.2,,Definition differs,Units,,0
UKR,Ukraine,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2019,,23.7,,Definition differs,Units,,0
UKR,Ukraine,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,_T,Total,Percentage of population,Not applicable,2020,,23.3,,Definition differs,Units,,0
UKR,Ukraine,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,F,Female,Percentage of population,Not applicable,2020,,9.0,,Definition differs,Units,,0
UKR,Ukraine,Annual,Share of population who are daily smokers,Y_GE15,15 years or over,M,Male,Percentage of population,Not applicable,2020,,40.4,,Definition differs,Units,,0
CHL,Chile,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,M,Male,Percentage of population,Not applicable,2022,,7.3,,Definition differs,Units,,0
CHL,Chile,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2022,,7.8,,Definition differs,Units,,0
CHL,Chile,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2022,,7.5,,Definition differs,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,M,Male,Percentage of population,Not applicable,2015,,16.0,,Definition differs,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2015,,15.8,,Definition differs,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2015,,15.6,,Definition differs,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2016,,16.0,,Definition differs,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2016,,14.0,,Definition differs,Units,,0
FIN,Finland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,M,Male,Percentage of population,Not applicable,2016,,11.0,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2014,,11.5,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2014,,11.6,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,M,Male,Percentage of population,Not applicable,2014,,11.4,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,M,Male,Percentage of population,Not applicable,2015,,7.9,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2015,,2.9,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2015,,5.5,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2016,,6.9,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2016,,7.4,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,M,Male,Percentage of population,Not applicable,2016,,6.3,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,M,Male,Percentage of population,Not applicable,2017,,6.0,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2017,,5.1,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2017,,5.5,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2018,,4.7,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2018,,7.2,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,M,Male,Percentage of population,Not applicable,2018,,1.7,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,M,Male,Percentage of population,Not applicable,2019,,4.0,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2019,,2.6,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2019,,3.2,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,_T,Total,Percentage of population,Not applicable,2020,,2.4,,Definition differs,Units,,0
ISL,Iceland,Annual,Share of population who are daily smokers,Y15T24,From 15 to 24 years,F,Female,Percentage of population,Not applicable,2020,,2.3,,Definition differs,Units,,0
